"ID","treeID","creatorID","specID","height","DBH","plot"
979,"r00897","SBSF","BUR",27,0.08,"fs-014"
980,"r00898","SBSF","HBU",27,0.08,"fs-014"
981,"r00899","SBSF","HBU",27,0.11,"fs-014"
982,"r00900","SBSF","HBU",27,0.07,"fs-014"
983,"r00902","SBSF","HBU",27,0.08,"fs-014"
984,"r00903","SBSF","HBU",27,0.1,"fs-014"
985,"r00905","SBSF","HBU",27,0.1,"fs-014"
986,"r00906","SBSF","BUR",27,0.13,"fs-014"
987,"r00907","SBSF","HBU",27,0.09,"fs-014"
988,"r00908","SBSF","BUR",27,0.11,"fs-014"
989,"r00909","SBSF","HBU",27,0.09,"fs-014"
990,"r00910","SBSF","HBU",27,0.09,"fs-014"
991,"r00912","SBSF","HBU",27,0.07,"fs-014"
992,"r00913","SBSF","HBU",27,0.1,"fs-014"
993,"r00914","SBSF","HBU",27,0.09,"fs-014"
994,"r00915","dg","BUR",NA,0.08,"fs-006"
995,"r00917","SBSF","HBU",27,0.09,"fs-014"
996,"r00918","SBSF","BUR",27,0.1,"fs-014"
997,"r00919","SBSF","HBU",27,0.08,"fs-014"
998,"r00920","GHKLRRS","BUR",23.5,0.4,"fs-018"
999,"r00921","GHKLRRS","EIT",20.7,0.35,"fs-018"
1000,"r00922","GHKLRRS","BUR",12.9,0.14,"fs-018"
1001,"r00923","GHKLRRS","BUR",9.2,0.13,"fs-018"
1002,"r00924","GHKLRRS","EIT",20.6,0.29,"fs-018"
1003,"r00925","GHKLRRS","HBU",11.8,0.12,"fs-018"
1004,"r00926","GHKLRRS","BUR",24.4,0.35,"fs-018"
1005,"r00927","GHKLRRS","BUR",25.9,0.49,"fs-018"
1006,"r00928","GHKLRRS","BUR",6.6,0.14,"fs-018"
1007,"r00929","GHKLRRS","BUR",17.3,0.2,"fs-018"
1008,"r00930","GHKLRRS","BUR",17.9,0.25,"fs-018"
1009,"r00931","GHKLRRS","BUR",14.7,0.17,"fs-018"
1010,"r00932","GHKLRRS","BUR",20.2,0.3,"fs-018"
1011,"r00933","GHKLRRS","BUR",24.7,0.39,"fs-018"
1012,"r00934","GHKLRRS","BUR",17,0.22,"fs-019"
1013,"r00935","GHKLRRS","EIT",21.7,0.43,"fs-019"
1014,"r00936","GHKLRRS","HBU",9.9,0.19,"fs-019"
1015,"r00937","GHKLRRS","EIT",23.9,0.41,"fs-019"
1016,"r00938","GHKLRRS","BUR",11.8,0.22,"fs-019"
1017,"r00939","GHKLRRS","BUR",14.8,0.21,"fs-019"
1018,"r00940","GHKLRRS","BUR",22.1,0.41,"fs-019"
1019,"r00941","GHKLRRS","EIT",22.2,0.51,"fs-019"
1020,"r00942","GHKLRRS","BUR",6.8,0.23,"fs-019"
1021,"r00943","GHKLRRS","BUR",10.4,0.16,"fs-019"
1022,"r00944","GHKLRRS","HBU",11.9,0.19,"fs-019"
1023,"r00945","GHKLRRS","EIT",22.5,0.41,"fs-019"
1024,"r00946","SBSF","BUR",25.8,0.35,"fs-009"
1025,"r00947","SBSF","BUR",22.3,0.35,"fs-009"
1026,"r00948","SBSF","BUR",11.3,0.21,"fs-009"
1027,"r00949","SBSF","BUR",25.8,0.29,"fs-009"
1028,"r00950","SBSF","EIT",32.7,0.48,"fs-009"
1029,"r00951","SBSF","EIT",35.4,0.45,"fs-009"
1030,"r00952","SBSF","BUR",24.8,0.19,"fs-009"
1031,"r00953","SBSF","EIT",37,0.51,"fs-009"
1032,"r00954","SBSF","EIT",34.3,0.45,"fs-009"
1033,"r00955","SBSF","BUR",27,0.11,"fs-015"
1034,"r00956","SBSF","BUR",27,0.08,"fs-015"
1035,"r00957","SBSF","BUR",27,0.13,"fs-015"
1036,"r00958","SBSF","BUR",27,0.13,"fs-015"
1037,"r00959","SBSF","BUR",27,0.1,"fs-015"
1038,"r00962","SBSF","BUR",18.4,0.22,"fs-008"
1039,"r00963","SBSF","BUR",31,0.44,"fs-008"
1040,"r00964","SBSF","EIT",23.4,0.52,"fs-008"
1041,"r00965","SBSF","BUR",15.5,0.16,"fs-008"
1042,"r00966","SBSF","BUR",11.7,0.21,"fs-008"
1043,"r00967","SBSF","BUR",8.5,0.18,"fs-008"
1044,"r00968","SBSF","BUR",40.4,0.35,"fs-008"
1045,"r00969","SBSF","BUR",20.6,0.22,"fs-008"
1046,"r00970","SBSF","BUR",18.7,0.24,"fs-008"
1047,"r00971","SBSF","BUR",10.2,0.21,"fs-008"
1048,"r00972","SBSF","BUR",34.5,0.3,"fs-008"
1049,"r00973","SBSF","BUR",27,0.18,"fs-015"
1050,"r00974","SBSF","BUR",27,0.18,"fs-015"
1051,"r00975","SBSF","BUR",27,0.15,"fs-015"
1052,"r00976","SBSF","BUR",27,0.21,"fs-015"
1053,"r00977","SBSF","BUR",27,0.11,"fs-015"
1054,"r00978","SBSF","BUR",27,0.1,"fs-015"
1055,"r00979","SBSF","BUR",27,0.2,"fs-015"
1056,"r00980","SBSF","BUR",27,0.09,"fs-015"
1057,"r00981","SBSF","BUR",27,0.15,"fs-015"
1058,"r00982","SBSF","BUR",27,0.18,"fs-015"
1059,"r00983","SBSF","BUR",27,0.18,"fs-015"
1060,"r00984","SBSF","BUR",27,0.11,"fs-015"
1061,"r00985","SBSF","BUR",27,0.29,"fs-015"
1062,"r00986","SBSF","BUR",27,0.08,"fs-015"
1063,"r00987","SBSF","AHB",27,0.16,"fs-015"
1064,"r00988","SBSF","AHB",27,0.14,"fs-015"
1065,"r00989","SBSF","BUR",27,0.16,"fs-015"
1066,"r00990","SBSF","BUR",27,0.11,"fs-015"
1067,"r00991","SBSF","BUR",27,0.18,"fs-015"
1068,"r00992","SBSF","BUR",27,0.13,"fs-015"
1069,"r00993","SBSF","BUR",27,0.18,"fs-015"
1070,"r00994","SBSF","BUR",27,0.11,"fs-015"
1071,"r00995","SBSF","BUR",27,0.25,"fs-015"
1072,"r00996","SBSF","BUR",27,0.18,"fs-015"
1073,"r00997","SBSF","BUR",27,0.18,"fs-015"
1074,"r00998","SBSF","BUR",27,0.13,"fs-015"
1075,"r00999","SBSF","BUR",27,0.09,"fs-015"
1076,"r00767","jk","BUR",NA,0.45,"fs-010"
1077,"r08900","FMLRS","EIS",18,1.63,"fs-051"
1078,"r00141","FMLRS","HBU",13.8,0.7,"fs-051"
1079,"r00135","FMLRS","HBU",17.5,0.76,"fs-051"
1080,"r00681","FMLRS","HBU",17.9,0.73,"fs-051"
1081,"r00885","FMLRS","HBU",11.1,0.85,"fs-051"
1082,"r00137","FMLRS","BUR",18.1,0.76,"fs-051"
1083,"r00808","FMLRS","BUR",20.9,1.26,"fs-051"
1084,"r00016","FMLRS","BUR",13.8,0.68,"fs-051"
1085,"r00012","FMLRS","BUR",14.6,0.55,"fs-051"
1086,"r00139","FMLRS","HBU",11.8,0.76,"fs-051"
1087,"r00911","FMLRS","EIS",23,1.71,"fs-051"
1088,"r00901","FMLRS","BUR",9.6,0.49,"fs-051"
1089,"r00844","FMLRS","BUR",38.575,1.86,"fs-052"
1090,"r00841","FMLRS","BUR",26.2,0.65,"fs-052"
1091,"r00893","FMLRS","BUR",23.95,0.65,"fs-052"
1092,"r00916","FMLRS","HBU",19.575,0.39,"fs-052"
1093,"r00138","FMLRS","EIT",23,1.35,"fs-052"
1094,"r00853","FMLRS","HBU",11,0.62,"fs-052"
1095,"r00182","FMLRS","HBU",21.575,0.62,"fs-052"
1096,"r00904","FMLRS","EIT",22,1.02,"fs-052"
1097,"r00183","FMLRS","BUR",40.95,2.01,"fs-052"
1098,"r00184","FMLRS","BUR",19.575,0.69,"fs-052"
1099,"r00185","FMLRS","BUR",15.2,0.35,"fs-052"
1100,"r00186","FMLRS","BUR",27.075,0.72,"fs-052"
1101,"r00193","FMLRS","ERS",9.1,0.34,"fs-053"
1102,"r00551","FMLRS","ERS",9.1,0.3,"fs-053"
1103,"r00554","FMLRS","ERS",9.1,0.26,"fs-053"
1104,"r00187","FMLRS","ERS",9.1,0.28,"fs-053"
1105,"r00189","FMLRS","ERS",9.1,0.35,"fs-053"
1106,"r00191","FMLRS","ERS",9.1,0.27,"fs-053"
1107,"r00192","FMLRS","ERS",9.1,0.33,"fs-053"
1108,"r00195","FMLRS","ERS",9.1,0.32,"fs-053"
1109,"r00196","FMLRS","ERS",9.1,0.28,"fs-053"
1110,"r00190","FMLRS","ERS",9.1,0.32,"fs-053"
1111,"r00198","FMLRS","ERS",9.1,0.37,"fs-053"
1112,"r00199","FMLRS","ERS",9.1,0.34,"fs-053"
1113,"r00553","FMLRS","ERS",9.1,0.25,"fs-053"
1114,"r00194","FMLRS","ERS",9.1,0.27,"fs-053"
1115,"r00552","FMLRS","ERS",9.1,0.23,"fs-053"
1116,"r00548","FMLRS","ERS",9.1,0.27,"fs-053"
1117,"r00547","FMLRS","ERS",9.1,0.25,"fs-053"
1118,"r00692","FMLRS","ERS",9.1,0.24,"fs-053"
1119,"r00550","FMLRS","ERS",9.1,0.29,"fs-053"
1120,"r00188","FMLRS","ERS",9.1,0.24,"fs-053"
1121,"r00800","FMLRS","ERS",9.1,0.25,"fs-053"
1122,"r00933","FMLRS","ERS",9.1,0.3,"fs-053"
1123,"r00934","FMLRS","ERS",9.1,0.26,"fs-053"
1124,"r00935","FMLRS","ERS",9.1,0.24,"fs-053"
1125,"r00936","FMLRS","ERS",9.1,0.24,"fs-053"
1126,"r00937","FMLRS","ERS",9.1,0.31,"fs-053"
1127,"r00938","FMLRS","ERS",9.1,0.27,"fs-053"
1128,"r00939","FMLRS","ERS",9.1,0.26,"fs-053"
1129,"r00940","FMLRS","ERS",9.1,0.24,"fs-053"
1130,"r00941","FMLRS","ERS",9.1,0.25,"fs-053"
1131,"r00549","FMLRS","ERS",9.1,0.22,"fs-053"
1132,"r00693","FMLRS","ERS",9.1,0.28,"fs-053"
1133,"r00942","FMLRS","ERS",9.1,0.27,"fs-053"
1134,"r00943","FMLRS","ERS",9.1,0.27,"fs-053"
1135,"r00944","FMLRS","ERS",9.1,0.25,"fs-053"
1136,"r00945","FMLRS","ERS",9.1,0.26,"fs-053"
1137,"r00197","FMLRS","ERS",9.1,0.25,"fs-053"
1138,"b00947","FMLRS","BUR",40.21875,1.93,"fs-054"
1139,"b00946","FMLRS","BUR",27.69375,2.04,"fs-054"
1140,"r00788","FMLRS","BUR",26.85875,1.64,"fs-054"
1141,"r00115","FMLRS","BUR",7,0.3,"fs-055"
1142,"r00116","FMLRS","BUR",15.4,0.62,"fs-055"
1143,"r00117","FMLRS","BUR",20.65,0.92,"fs-055"
1144,"r00118","FMLRS","BUR",27.7,1.38,"fs-055"
1145,"b00948","FMLRS","LAE",26.27,0.87,"fs-056"
1146,"b00752","FMLRS","LAE",16.325,0.47,"fs-056"
1147,"b00753","FMLRS","LAE",31.625,0.8,"fs-056"
1148,"b00754","FMLRS","LAE",22.4,0.55,"fs-056"
1149,"b00755","FMLRS","BUR",27.47,0.7,"fs-056"
1150,"b00749","FMLRS","BUR",15.26,0.25,"fs-056"
1151,"b00750","FMLRS","BUR",16.595,0.32,"fs-056"
1152,"b00748","FMLRS","BUR",20.69,0.4,"fs-056"
1153,"b00756","FMLRS","LAE",30.95,0.93,"fs-056"
1154,"b00751","FMLRS","LAE",27.275,0.93,"fs-056"
1155,"b00757","FMLRS","BUR",17.795,0.6,"fs-056"
1156,"b00758","FMLRS","LAE",25.115,1.44,"fs-056"
1157,"b00759","FMLRS","LAE",31.415,1,"fs-056"
1158,"r00370","FMLRS","DGL",15.935,0.69,"fs-056"
1159,"r00371","FMLRS","EIS",31.355,1.3,"fs-056"
1160,"r00372","FMLRS","DGL",11.69,0.4,"fs-056"
1161,"r00373","FMLRS","EIS",30.86,0.8,"fs-056"
1162,"r00374","FMLRS","BUR",35.42,1.18,"fs-056"
1163,"r00375","FMLRS","BUR",43.96666667,1.37,"fs-057"
1164,"r00376","FMLRS","BUR",36.82,1.82,"fs-057"
1165,"r00377","FMLRS","BUR",22.95333333,0.89,"fs-057"
1166,"r00378","FMLRS","BUR",16.31866667,0.66,"fs-057"
1167,"r00379","FMLRS","BUR",27.22,1.5,"fs-057"
1168,"r00320","FMLRS","BUR",30.22,1.9,"fs-058"
1169,"r00321","FMLRS","BUR",28.245,1.9,"fs-058"
